sentence_id,translation_tmg,relevant_sentences,translation_en,domain,sentence_length,sentence_type,Tense,polarity
COM_P2_D3E_S2_1575,निसछा सेमेस्टर डोमा थेसे इन्टरसीप लातोबा ताजि।,सातौं सेमेस्टर पढ्दा उनले इन्टरसीप गर्नुपर्ने भयो।,He had to take an interception while studying in the seventh semester.,D3E,7,short,Past,Affirmative
D4S_S1_7919,बडीमालिला ज्याल्बाला लागिरि सरकारी टोलीदा सलामी अर्पण लासि बिदाई लाबा मुला।,बडीमालिको दर्शनका लागि सरकारी टोलीलाई सलामी अर्पण गरी बिदाई गरिएको छ।,The government team was sent off with a salute for visiting Badimali.,D4C,11,medium,Non-Past,Affirmative
COM_D3E_S1_S2_56,प्रयोगात्मक ग्युइसेरला च्याङ्नाकि मुला।,प्रयोगात्मक शिक्षाको कमी छ।,There is a lack of experiential learning.,D3E,4,short,Non-Past,Affirmative
COM_D3E_S5_344,कमेन्ट थेन लाइक्स नोन थान्बा मुला।,कमेन्ट र लाइक्स पनि राखिएको छ।,Comments and likes are also included.,D3E,6,short,Non-Past,Affirmative
COM_P2_D4C_S1_B2_882,थेनिकादे मौलिक गोइलोरि स्यासि देउसीभैलोरि बोकिन्बा लाबा मुला।,उनीहरू मौलिक वेशभूषामा सजिदै देउसी–भैलोमा सहभागी हुने गरेका छन्।,They dress up in traditional costumes and participate in Deusi Bhailo.,D4C,9,medium,Non-Past,Affirmative
COM_P2_D2H_S1_4752,काबाबेन्बाला यो  सिम्बा नाम्सिरि म्राङ्बा काक्ता छिम्बाला लागिरि मान नोन तोःबा बिबा आरे।,रोकथामका उपाय: चिसो मौसममा देखिने समस्या समाधानका लागि औषधि नै चाहिन्छ भन्ने छैन।,Preventive measures: Medication is not necessarily needed to solve problems that appear during cold weather.,D2H,13,medium,Non-Past,Negative
COM_P2_D2H_S1_3864,स्या पचआदिना तारन्तार क्लि ओसेम रुइबा तासाम पटक-पटक ल्हुइ जल चादोमुला,मासु नपचेर तारन्तार दिसा तथा बान्ता भए पटक-पटक जीवनजल खानुपर्छ।,"If you have persistent diarrhea and vomiting due to undigested meat, you should drink the water of life repeatedly.",D2H,10,medium,Non-Past,Affirmative
D1A_S0_B1_4483,मेन्था सास्हिङला लागिरि दान्देदोःना ८० जना सानाम्पासे टन सोम मेन्थाला सकर तासिजिन्बा थेन रेदाङ्से मेन्थाला सकर किन्बारि खाबा सानाम्पा ल्हेःसिचिबा गेदिम ग्रेन्पो बेल्वासेसे ग्रानाङ पिन्जि।,मेन्था खेतीको लागि अहिलेसम्म ८० जना किसानले तीन टन मेन्थाको सकर लगिसकेको र प्रत्येक दिन मेन्थाको सकर लिने आउने कृषक बढिरहेको कार्यालय प्रमुख बेल्वासेले जानकारी दिए।,"Office chief Belvase informed that so far, 80 farmers have harvested three tons of menthol sugar for mint cultivation, and the number of farmers coming to harvest mint sugar is increasing every day.",D1A,26,very long,Past,Affirmative
COM_D2H_S1_S2_5542,"शुक्रराज ट्रपिकल ओसेम सरुवानोइ अस्पताल टेकुला क्लिनिकल रिसर्च युनिट थुइब्लोन डा. पुन पाङ्मुला, डेङ्गुरि पेनकिलर थेन एन्टिबायोटिक मानला भूमिका आरे।","शुक्रराज ट्रपिकल तथा सरुवा रोग अस्पताल टेकुका क्लिनिकल रिसर्च युनिट संयोजक डा. पुन भन्छन्, डेङ्गुमा पेनकिलर र एन्टिबायोटिक औषधिको भूमिका छैन।","Dr. Pun, coordinator of the Clinical Research Unit at Shukraraj Tropical and Infectious Diseases Hospital, Teku, says that painkillers and antibiotics have no role in dengue.",D2H,21,very long,Non-Past,Negative
D1A_S0_B2_1679,सानामदा छोङ्नाम्पाक स्होबारि खाम्बा आरे चुस्पान नाछालरि साइ ल्हेमा सानाम्पादा प्रत्यक्ष नोत्पा ताबान ताजि।,कृषिलाई व्यवसायीक बनाउन सकिएको छैन यस्तो अवस्थामा मुल्य बढ्दा किसानलाई प्रत्यक्ष असर पर्ने नै भयो।,"In such a situation, agriculture has not been made commercial, and rising prices will directly affect farmers.",D1A,15,medium,Past,Affirmative
D1A_S0_B2_2524,नेपालरि वौद्धिक सम्पत्तिला ख्युर्छ्याथेन ब्रेल्बित ग्यालठिम नोन ५५ दिङ ङाच्छा हेन्स्हेला मुला।,नेपालमा वौद्धिक सम्पत्तिको संरक्षणसँग सम्बन्धित कानून नै ५५ वर्ष पूरानो छ।,The law related to the protection of intellectual property in Nepal is 55 years old.,D1A,11,medium,Non-Past,Affirmative
COM_P2_D3E_S2_3238,चुसे परीक्षाला जनशक्ति थेन काम्रा डिग्यान नोन सकारात्मक प्रभाव ताबा थेसे पाङ्मुला।,यसले परीक्षाको जनशक्ति र खर्च व्यवस्थापनलाई पनि सकारात्मक प्रभाव पार्ने उनी बताउँछन्।,He says this will also have a positive impact on the examination's manpower and cost management.,D3E,12,medium,Non-Past,Affirmative
D1A_S0_B2_4161,विशेष लासि अलैँचीला गानोरिन आक्रमण लामालिच्छा गिक दिङरि सखाप ताबा हिन्ना।,विशेष गरी अलैँचीको गानोमै आक्रमण गरेपछि एकै वर्षमा सखाप भएको हो।,"Especially after the attack on the cardamom plantation, it was wiped out in a single year.",D1A,11,medium,Non-Past,Affirmative
COM_D5G_S4_1668,दिव्य शक्ति याङ्बा महसुस ताचिबा मुला तिनि ङादा।,दिव्य शक्ति पाएको महसुस भइरहेको छ आज मलाई।,I feel like I have received divine power today.,D5G,8,medium,Past,Affirmative
D1A_S0_B2_1064,थेला आन्सार जुर्जुरेला ङ्यान्दि अलैँचीरि दान्ना काक्ता म्राङ्बा मुला।,उनका अनुसार जुर्जुरेका कारण अलैँचीमा बढी समस्या देखिएको छ।,"According to him, cardamom has been facing more problems due to the pest.",D1A,9,medium,Non-Past,Affirmative
P4_D1A_S1_B2_2436,"जुकेपानीरि क्युइला आडुप ताबा ङ्यान्दि सुन, ग्वा, नामनामछ्यामला तेन्तो ज्याबा आतामुला।","जुकेपानीमा पानीको अभाव भएका कारण धान, गहुँ, तोरीलगायतका बाली राम्रो हुँदैन।","Due to the lack of water in Zukepani, crops such as rice, wheat, and mustard do not grow well.",D1A,11,medium,Non-Past,Negative
COM_P2_D5G_S1_7813,रिङ्बा दुइहेन्से डुङ्बा चेमादिम ख्रेला १ गतेहेन्से नियमित स्रुगरि स्याङ्बा तासेला मुला।,लामो समयदेखि बन्द नाटकघर माघ १ गतेदेखि नियमित रूपमा सञ्चालन हुने भएको छ।,"The theater, which has been closed for a long time, is set to reopen regularly from Magh 1.",D5G,13,medium,Non-Past,Affirmative
COM_D2H_S5_2667,जोङ प्रशासन गेदिम नुवाकोटरि ज्येष्ठ ह्युलमिकादेला ल्हुइथाङ परीक्षणला लागि ल्हुइथाङ सहायता उइ सञ्चालनरि बाबा मुला,जिल्ला प्रशासन कार्यालय नुवाकोटमा ज्येष्ठ नागरिकहरूको स्वास्थ्य परीक्षणको लागि स्वास्थ्य सहायता केन्द्र सञ्चालनमा ल्याइएको छ।,"A health support center has been launched at the District Administration Office, Nuwakot, for health check-ups of senior citizens.",D2H,15,medium,Non-Past,Affirmative
COM_P2_D3E_S3_4866,टेलिकमला इन्टरनेटला खपतरि नोन ला गिकला दुइरि १५ कार्ग्या च्योच्योरि ल्हेःबा अधिकारीसे पाङ्जि।,टेलिकमको इन्टरनेटको खपतमा पनि एक महिनाको अवधिमा १५ प्रतिशत हाराहारीमा वृद्धि भएको अधिकारीले बताए।,The official said that telecom's internet consumption has also increased by around 15 percent in a month.,D3E,14,medium,Past,Affirmative
D4S_S2_5374,डुइ खिम्साव्हाना खाबारि आपिन्बारि थेनिकादेसे दिननाङ कुलो स्होसि तर्काब लाबा मुला।,पहिरो बस्तीतर्फ आउन नदिन उनीहरूले दिनभर कुलो बनाएर तर्काउने गरेका छन्।,They have been building ditches all day to prevent landslides from reaching the settlement.,D4C,11,medium,Non-Past,Affirmative
COM_P3_D3E_S3_403,तिनि बेनान सेबारि खाम्बा ताबा मुला।,आज सबै जान्न सक्ने भएका छन्।,"Today, everyone can know.",D3E,6,short,Non-Past,Affirmative
D1A_S0_B2_1097,"ङानिदा तेन्तोमेन्तो सुबा दुइ, नोइव्याध ताबा दुइ उचित परामर्श तोमुला। ","हामीलाई बालीनाली लगाउने बेला, रोगव्याध लागेका बेला उचित परामर्श चाहिन्छ।",We need proper advice when planting crops and when we are sick.,D1A,10,medium,Non-Past,Affirmative
COM_P2_D4C_S1_B1_2606,"दोङरापला अनुसन्धाता डा. दीपेन्द्र रोकायासे पाङ्जि, ग्याल्सा थेराङनोन खाबा आहिन बिबा सान हिन्ना।","इतिहासका अनुसन्धानकर्ता डा. दीपेन्द्र रोकायाले भने, राज्य त्यसै आएको होइन भन्ने सान हो।","History researcher Dr. Dipendra Rokaya said, ""It is a shame that the state did not come into being just like that.""",D4C,13,medium,Non-Past,Affirmative
D1A_S0_B2_3466,तर मोकोन सुन छोःबा लासि कोत्पारि सेमतामालिच्छा दिम ङामला बुला खलारि मोकोन सुन जोम लाजि।,तर सबै धान भेला पारेर जोख्न मन लागेपछि घर छेउको खेतको खलामा सबै धान जम्मा गरे।,"But when he decided to gather all the rice and weigh it, he gathered it all in a threshing floor in the field near his house.",D1A,16,long,Past,Affirmative
P3_D1A_S0_B2_1426,दान्दे जोङला बेनान स्याउ डिहि छार्सि तारलाम ताबा मुला।,अहिले जिल्लाका सबै स्याउ बगैँचा फुलेर सेताम्य भएका छन्।,"Now, all the apple orchards in the district have blossomed and turned white.",D1A,9,medium,Non-Past,Affirmative
COM_D4C_S1_S2_4463,"मार्फाला स्याउव्हारि, थकाली चिबाचाबा, मौलिक संस्कार, ज्योस्हेङ रिमठिम, गोन्बो थेन उःकादेसे ह्युलकोर्पादा खुइबान मुस्ताङ खाबाकादेदा कोल्नालबारि ह्रोछ्या लासिचिबान मुला।","मार्फाको स्याउबारी, थकाली रहनसहन, मौलिक संस्कार, कला संस्कृति, गुम्बा र गुफाहरूले पर्यटकलाई लोभ्याउँदै मुस्ताङ आउनेहरूलाई भुलाउन मद्दत गरिरहेका छन्।","Marfa's apple orchards, Thakali lifestyle, original customs, art and culture, monasteries, and caves are luring tourists and helping them forget about Mustang.",D4C,19,long,Non-Past,Affirmative
COM_D2H_S1_S2_4380,तासाइ तिगाइ व्यक्तिरि ङाहेन्से किन्सि ला १२ दोना नोन लक्षणकादे म्राङ्बा थेसे पाङ्जि।,तर केही व्यक्तिमा पाँचदेखि लिएर १२ महिनासम्म पनि लक्षणहरू देखिएका उनले बताए।,But he said some people have had symptoms for five to 12 months.,D2H,12,medium,Past,Affirmative
P4_D1A_S1_B2_309,जोङरि उत्पादन ताबा मार्चा भोजपुररि जेक्खेन खपत आतामुला।,जिल्लामा उत्पादन भएको खुर्सानी भोजपुरमा मात्र खपत हुँदैन।,The chillies produced in the district are not consumed only in Bhojpur.,D1A,8,medium,Non-Past,Negative
COM_D2H_S4_3253,लिच्छाला दुइ बंगलादेशसे मान उत्पादन थुमरि ङाज्याङ फड्को मार्दिजि,पछिल्लो समय बंगलादेशले औषधि उत्पादन क्षेत्रमा ठूलो फड्को मार्‍यो।,"Recently, Bangladesh has made great strides in the pharmaceutical manufacturing sector.",D2H,9,medium,Past,Affirmative
P3_D1A_S0_B1_3314,"सिंचाइ, सार थेन ब्लु दुइरि याङ्बा ङानि मिहिनेत लास्हेला मुला थेनिसे बिजि  बु ङामलान स्योङ ब्लोङ्बा मुला।","सिंचाइ, मल र बीउ समयमा पाए हामी मिहिनेत गरिहाल्छौँ, उनी भन्छन् खेत नजिकैबाट खोला बगेको छ।","""If we get irrigation, fertilizer, and seeds on time, we will work hard,"" he says, adding that a river flows near the farm.",D1A,16,long,Non-Past,Affirmative
COM_P2_D2H_S1_2458,चु चाइनिज मेडिसिनला याक्खार्गि याल्ङा हिन्ना।,यो चाइनिज मेडिसिनको एउटा हाँगा हो।,This is a branch of Chinese medicine.,D2H,6,short,Non-Past,Affirmative
COM_D4C_S1_S2_7686,ग्रेनकाप्तोनसे स्थानीयस्तररि उत्पादित स्हे ओसेम बार्बुदा बजारीकरण लाबारि ह्रोछ्या दोबा थेन चुला ह्युलकोरकि दोखाङला प्रचारप्रसाररि ङोन्कि लाभ दोबा दाछोकला गाउराइ सरोज चाम्लिङ राईसे विश्वास व्यक्त लाजि।,महोत्सवले स्थानीयस्तरमा उत्पादित वस्तु तथा सामग्रीलाई बजारीकरण गर्न सहयोग पुग्ने तथा यहाँका पर्यटकीय गन्तव्यको प्रचारप्रसारमा प्रत्यक्ष लाभ पुग्ने समितिका सचिव सरोज चाम्लिङ राईले विश्वास व्यक्त गरे।,Committee Secretary Saroj Chamling Rai expressed confidence that the festival would help market locally produced goods and materials and would directly benefit the promotion of local tourist destinations.,D4C,26,very long,Past,Affirmative
COM_P2_D5G_S2_7515,चुराङ लासि जाला दिमगे जे च्यासाइ नोन मि जाक्कि सजिलो तासेला ।,यसो छोरोको होमवर्कमात्र हेर्दे पनि त अलिकति सजिलो हुन्थ्यो।,"Even if I just looked at my son's homework, it would have been a little easier.",D5G,9,medium,Past,Affirmative
COM_P2_D3E_S2_52,आझा भर्चुअल पुस्तकालयला साप्तेन लोप्खेनजुगुदा खेनाजनक ताला।,अझ भच्र्युअल लाइब्रेरीको सुविधा विद्यार्थीहरूलाई फाइदाजनक हुन्छ।,"Moreover, the virtual library facility is beneficial for students.",D3E,7,short,Non-Past,Affirmative
D4S_S1_7396,"लिखित अनुमति किन्सि तोकतिबा दुइ थेन थुमरि नाउर, झारल, रतुवा थेन तिलिला किर्पा स्याप्मुला।","लिखित अनुमति लिएर तोकिएको समय र क्षेत्रमा नाउर, झारल, रतुवा र बँदेलको शिकार पाइन्छ।","Hunting of wild boar, wild boar, wild boar, and wild boar is permitted at designated times and areas with written permission.",D4C,14,medium,Non-Past,Affirmative
D4S_S1_6103,रानीमहल थुमरि मुबा कालीगण्डकी गन्दिरि र् याफ्टिङ चुःबाछ्यामरि ह्युलकोर्पाला आकर्षण ल्हेःबा मुला।,रानीमहल क्षेत्रस्थित कालीगण्डकी नदीमा र्‍याफ्टिङ सुरु भएसँगै पर्यटकको आकर्षण बढेको छ।,"With the start of rafting on the Kaligandaki River in the Ranimahal area, the attraction of tourists has increased.",D4C,11,medium,Non-Past,Affirmative
COM_P2_D4C_S1_B3_1328,कामरे ताबा निर्वाचनरि ७७२ मत याङ्सि शर्मा डाबा हिन्ना।,शनिबार भएको निर्वाचनमा ७७२ मत प्राप्त गरी शर्मा विजयी भएका हुन्।,Sharma won the election held on Saturday by securing 772 votes.,D4C,11,medium,Non-Past,Affirmative
COM_D4C_S1_S2_5077,ग्यागारह्युलकि रिमठिमरि परवर्तीकालरि योगी सन्यासी कहलाएका असामाजिक थेन गृहस्थ आतोबाकादेला सन्यासी जमातला अखडा तोबा परम्परा चुग्याम चुःबाला हिन्ना।,भारतीय संस्कृतिमा परवर्तीकालमा योगी सन्यासी कहलाएका असामाजिक र गृहस्थ नवनेकाहरूको सन्यासी जमातका अखडा बन्ने परम्परा यहींबाट सुरु भएको हो।,"This is where the tradition of anti-social and householder novices, later called yogi ascetics, began to form the bases of the ascetic community.",D4C,19,long,Non-Past,Affirmative
D4S_S2_6208,त्रिविला रजिष्ट्रार प्राडा केदारप्रसाद रिजालला आन्सार चुला लागिरि त्रिवि पनिकाछ्याम त्रिवि क्षेत्रीय परीक्षा नियन्त्रण गेदिमदा सक्रिय लापुङ्बा मुला।,त्रिविका रजिष्ट्रार प्राडा केदारप्रसाद रिजालका अनुसार यसका लागि त्रिवि पनिकासँगै त्रिवि क्षेत्रीय परीक्षा नियन्त्रण कार्यालयलाई सक्रिय गराइएको छ।,"According to TU Registrar Prof. Dr. Kedar Prasad Rijal, the TU Regional Examination Controller's Office has been activated for this along with the TU Panika.",D4C,18,long,Non-Past,Affirmative
COM_P3_D3E_S2_1209,कम्लहरी चिसाइ नोन लोप्डोबा ख्लाजि।,कम्लहरी बसे पनि पढाइ छुट्यो।,"Even though I stayed in Kamlahari, I missed my studies.",D3E,5,short,Past,Affirmative
COM_P2_D3E_S2_4416,युनिक्याम्पस ग्लोबलसे याम्बु उपत्यकारि सोम्छा शाखा फ्रेल्बा मुला।,युनिक्याम्पस ग्लोबलले काठमाडौँ उपत्यकामा तेस्रो शाखा विस्तार गरेको छ।,Unicampus Global has expanded its third branch to the Kathmandu Valley.,D3E,9,medium,Non-Past,Affirmative
COM_D5G_S4_2234,अनुसन्धान गेरिमला पत्रपत्र फिर्ग्याप तेःसि लिउला अपराधीदा खाम्देदोःना अपराध लामा विवेक क्योल्बारि लोप्मुला।,अनुसन्धान प्रक्रियाका पत्रपत्र बाहिर निकालेर भविष्यका अपराधीलाई सकेसम्म अपराध गर्दा विवेक प्रयोग गर्न सिकाउनेछन्।,They will pull out the papers from the investigation process and teach future criminals to use discretion when committing crimes as much as possible.,D5G,14,medium,Non-Past,Affirmative
COM_D2H_S1_S2_5141,अस्पतालला काठाक्पा दुर्गाप्रसाइँला आन्सार ला ङाहेन्सेला ३० करोड भुक्तानी काबा पाङ्जि।,अस्पतालका निर्देशक दुर्गाप्रसाईँलेअनुसार पाँच महिनादेखिको ३० करोड भुक्तानी रोकिएको बताए।,Hospital director Durga Prasai said that payments of Rs 300 million have been stopped for the past five months.,D2H,10,medium,Past,Affirmative
D4S_S3_1838,मोलामलिच्छा लुम्बिनी गुरुयोजनाफिरि ग्रानाङ लापुङ्बा गेताङ मुला।,प्रार्थनापछि लुम्बिनी गुरुयोजनाबारे जानकारी गराउने कार्यक्रम रहेको छ।,"After the prayer, there will be a program to provide information about the Lumbini Master Plan.",D4C,8,medium,Non-Past,Affirmative
COM_D2H_S1_S2_755,आइसियू थेन भेन्टिलेटररिन् थेन म्हिकादे सिबा मुला।,आईसीयू र भेन्टिलेटरमै ती मानिसहरू मरेका छन्।,Those people died in the ICU and on ventilators.,D2H,7,short,Non-Past,Affirmative
COM_D2H_S1_S2_2366,थेदा च्याङ्ना लाबारि खाम्साम झान्नाइ ८० कार्ग्या सिबा काबारि खाम्ला।,त्यसलाई कम गर्न सकिए झन्डै ८० प्रतिशत मृत्यु रोक्न सकिन्छ।,"If it can be reduced, nearly 80 percent of deaths can be prevented.",D2H,10,medium,Non-Past,Affirmative
D1A_S0_B1_2957,नेपालरि मिनी ट्रिलर थेन पावर ट्रिलरला प्रयोग ल्हानान ताबा लाबा थेसे पाङ्जि।,नेपालमा मिनी ट्रिलर र पावर ट्रिलरको प्रयोग धेरै हुने गरेको उनले बताए।,He said that mini trailers and power trailers are widely used in Nepal.,D1A,12,medium,Past,Affirmative
P2_D1A_S0_B2_1158,सास्हिङला फेल्गेबा कोरखेन जीवनशैली ख्लासि निमनोन चिबा लाबा गेरिमछ्यारिन समानान्तर स्रुगरि ङाच्छा दाङ्बा मुबा।,खेतीपातीको विकास घुमन्ते जीवनशैली छोडेर स्थायी बसोबास गर्ने प्रक्रियासँगै समानान्तर रूपमा अगाडि बढेको थियो।,The development of agriculture proceeded in parallel with the process of abandoning a nomadic lifestyle and moving to permanent settlements.,D1A,14,medium,Past,Affirmative
COM_D5G_S1_S2_2932,"लुबापेर्बा लाबारि सेबा ब्लेगुसे च्योम्बोन पुइजि, छादारि ईमान धर्म सत्ताइ म्हाजि गोबोनला।","छल छाम गर्नजान्ने अल्छिले झोला बोके,लालच मा ईमान धर्म समेत हराए नेताले।","The leader, who knew how to cheat and cheat, carried the bag, and lost even his faith and religion in greed.",D5G,12,medium,Unknown,Affirmative
COM_P2_D5G_S3_1972,ङाला निजी याङताम खालाङ निजि ?,मेरो निजी अधिकार कहाँ गयो?,Where did my private rights go?,D5G,5,short,Past,Affirmative
D1A_S0_B2_1723,छ्याइ किन्बा टाङ्गा ग्याम मेसिन स्याङ्सि   बिघा न्हि सुन थाबा मुबा।,ऋण लिएको पैसाबाटै मेसिन लगाएर दुई बिघाको धान काटेका थियौँ।,We used the borrowed money to harvest two Bighas of rice using a machine.,D1A,10,medium,Past,Affirmative
COM_P2_D5G_S2_9708,थेसे भट्टराई छारिब्योन हिन्ना तासाइ थेला ब्रितामरि अनुभवला ताउलरि खार्सि फ्युबा दर्शनला पंक्तिकादे स्याप्पारि खाम्सेला पाङ्जि।,उनले भट्टराई युवा हुन् तर उनको लेखनीमा अनुभवको ताउलोमा खारिएर उम्रिएका दर्शनका पङ्क्तिहरू भेट्न सकिने बताइन्।,"She said that Bhattarai is young, but in his writings, one can find lines of philosophy that have been refined by experience.",D5G,16,long,Past,Affirmative
COM_P2_D3E_S3_5119,ङानिदा था मुला कि खाचिबाइ नोन मूल ताम गोबाला लागिरि थे स्हेला च्याङदोःना दोबारि आखाम।,हामीलाई थाहा छ कि कुनै पनि मूल कुरा बुझ्नको लागि त्यस वस्तुको जरासम्म नपुगी हुँदैन।,"We know that to understand anything fundamentally, we must get to the root of it.",D3E,15,medium,Non-Past,Negative
COM_P2_D5G_S1_4802,बालेनसे ङ्हाच्छा पोबा योजनाकादे निश्चय नोन महानगरला लिः पोबारि योग्य म्राङ्मुला।,बालेनले अघि सारेका योजनाहरू निश्चय नै महानगरको मुहार फेर्न योग्य देखिन्छन्।,The plans put forward by Balen certainly seem capable of changing the face of the metropolis.,D5G,11,medium,Non-Past,Affirmative
D1A_S0_B1_4579,"खप्तड, सुर्मासरोबर, साइपाल ग्लिङगाङ, जेठी–बहुरानी, राक्स्या ग्लिङगाङ राङ्बासे ख्युर्बा चु जोङरि विशिष्ट रिमठिमकि ङोसेबा पिन्बा मेलाजुगु ताबा लामुला। ","खप्तड, सुर्मासरोबर, साइपाल हिमाल, जेठी–बहुुरानी, राक्स्या हिमाल आदिले घेरिएको यस जिल्लामा विशिष्ट सांस्कृतिक पहिचान दिने मेलाहरू लाग्ने गर्छन्।","Surrounded by Khaptad, Surmasarobar, Saipal Himal, Jethi-Bahurani, Raksya Himal, etc., this district hosts fairs that give it a unique cultural identity.",D1A,18,long,Non-Past,Affirmative
P2_D1A_S0_B1_1028,ग्यार्जा गिक रोपनी सारि स्ट्रबेरी सास्हिङ लाजि बिसाम ङाम ४० हेन्से ४५ म्हेन्दोदा रोजगारी पिन्बारि खाम्ला।,सय रोपनी जमिनमा स्ट्रबेरी खेती गर्‍यो भने करिब ४० देखि ४५ जनालाई रोजगारी दिन सकिन्छ।,"If strawberries are cultivated on one hundred ropanis of land, about 40 to 45 people can be employed.",D1A,15,medium,Non-Past,Affirmative
COM_D3E_S1_S2_2876,पोखराला सीएसआईटी एसोसिएसनसे पोखरा आईटी करियर २०२३ मिनला गेताङ स्याङ्बा मुला।,पोखराको सीएसआईटी एसोसिएसनले पोखरा आईटी करियर २०२३ नामक कार्यक्रमको सन्चालन गर्ने भएको छ।,The CSIT Association of Pokhara is going to conduct a program called Pokhara IT Career 2023.,D3E,13,medium,Non-Past,Affirmative
P3_D1A_S0_B2_2025,तसर्थ राङह्युलरिन खाजिबान खाजिबान छोङ्नाम लाबा हिन्ना बिसि चुरिन स्थायित्व तामुला।,तसर्थ स्वदेशमै कुनै न कुनै व्यवसाय गर्ने हो भने यहीँ स्थायित्व हुन्छ।,"Therefore, if you want to do some kind of business in your own country, this is where stability comes from.",D1A,12,medium,Non-Past,Affirmative
COM_D2H_S1_S2_4892,थेदुइरि डोल्पाला त्रिपुरासुन्दरि नगरपालिकारि तिख्याङ ङाला दानभूत अस्पताल स्होबा बिबान शिलान्यास ताजि।,त्यस बेला डोल्पाको त्रिपुरासुन्दरी नगरपालिकामा पाँच शय्याको आधाभूत अस्पताल बनाउने भन्दै शिलान्यास भयो।,"At that time, the foundation stone was laid for the construction of a five-bed basic hospital in Tripurasundari Municipality, Dolpa.",D2H,13,medium,Past,Affirmative
P3_D1A_S0_B2_2422,स्यारनाला काँकडभिट्टा तासि ग्यागारह्युल निकासी ताबा दानरि निर्यात ल्हेःबा म्राङ्बा हिन्ना।,पूर्वीनाका काँकडभिट्टा भएर भारत निकासी भएका आधारमा निर्यात बढेको देखिएको हो।,"Exports have increased due to exports to India via the eastern border crossing, Kakadbhitta.",D1A,11,medium,Non-Past,Affirmative
COM_D3E_S1_S2_5650,वडा नं ६ ला ल्होलो दिमरि दिमला श्रमिकला स्रुगरि गे लाचिबा बिजादा सरकारी ङ्यामटरि डोपिन्बा लासि लोप्खाङ भर्ना लाबा वडाचोहो सन्तोष बोहरासे ग्रानाङ पिन्जि।,वडा नं ६ का विभिन्न घरमा घरेलु श्रमिकका रूपमा काम गरिरहेका बालकलाई सरकारी बजेटमा पढाउने गरी विद्यालय भर्ना गरिएको वडाअध्यक्ष सन्तोष बोहराले जानकारी दिए।,Ward Chairman Santosh Bohara informed that children working as domestic workers in various homes in Ward No. 6 have been admitted to the school with the government budget.,D3E,24,very long,Past,Affirmative
COM_P2_D3E_S1_283,थेला नतिजा दुगुरि खासेला मुबा।,त्यसको नतिजा वैशाखमा आउने थियो।,The results were to come in Baisakh.,D3E,5,short,Past,Affirmative
COM_D5G_S3_3082,खाल्से खाइमा गोरगिक थिमुला थे थान्मुला दोःसि स्यान थिमुला होत्छेम स्यानला यारि च्यामुला।,कसले कहिले एउटा उठाउँछ त्यो राख्छ फेरी अर्काे उठाउँछ अनि अर्काेको हातमा हेर्छ।,"Who picks up one, puts it down, picks up another, and looks at the other person's hand?",D5G,13,medium,Non-Past,Affirmative
COM_P2_D2H_S1_6867,फिह्युलरि ल्हानारि पाका दिङ छोक्पारि भाइरस म्राङ्बाला ग्रेन ङ्यान्दि थे समुदायरि फेल्बसे हिन्ना।,विदेशमा धेरैमा पाका उमेर समूहमा भाइरस देखिनुको प्रमुख कारण त्यहाँ समुदायमा फैलिएकाले हो।,The main reason why the virus is being seen more in older age groups abroad is because it has spread in the community there.,D2H,13,medium,Non-Past,Affirmative
COM_D4C_S1_S2_5400,"चु ग्लाला गेदा ग्ला गिकग्याम गे लाबा वातावरण डिक्नालाबा उइ सरकारला रिमठिम, ह्युलकोर ओसेम ह्युलम्हि उड्डयन ब्लोनखाङ थेन बर्दिबास नगरपालिकातेन समन्वयला प्रयत्न लासेला ब्लोन मियाँला पाङ्बा मुला। ","यी ठाउँका कामलाई एक ठाउँबाट काम गर्ने वातावरण मिलाउन केन्द्र सरकारको संस्कृति, पर्यटन तथा नागरिक उड्डयन मन्त्रालय र बर्दिबास नगरपालिकासँग समन्वयको प्रयत्न गरिने मन्त्री मियाँको भनाइ छ।","Minister Miyan said that efforts will be made to coordinate with the central government's Ministry of Culture, Tourism and Civil Aviation and Bardibas Municipality to create an environment where these places can be worked on from one place.",D4C,27,very long,Non-Past,Affirmative
P4_D1A_S1_B1_2442,थेला आन्सार तिरेम सुबालिच्छा दिङदाङ्से ब्लु सुत्ताइ थेनोन दोङग्याम थोन्बासे ब्लु नोन ग्लुतोबा आरे।,उनका अनुसार एकपटक लगाएपछि वर्षेनी बीउसमेत त्यही बोटबाट निस्कने भएकाले बीउ पनि खरिद गर्नुपर्दैन।,"According to him, once planted, there is no need to purchase seeds, as the seeds will come out from the same plant every year.",D1A,14,medium,Non-Past,Negative
D4S_S1_1924,"ग्रेन ग्रेन सिङ, मुडा क्रोसि गोसोल स्होबा मुला।","ठूला–ठूला काठ, मुडा डढेर अङ्गार बनेका छन्।",Large pieces of wood and logs have burned to ashes.,D4C,7,short,Non-Past,Affirmative
COM_D2H_S4_1460,"ङाच्छा नाम्सारि दरला खिर, सेलरोटीराङ्बा खाद्य पदार्थ चाबा छेप मुबा।","पहिले गाउँमा दरको खिर, सेलरोटीजस्ता खाद्य पदार्थ खाने चलन थियो।","Previously, it was customary to eat foods like curd and celery roti in the village.",D2H,10,medium,Past,Affirmative
